Date,Close,High,Low,Open,Volume,return,log_return,rolling_return_mean_20,rolling_return_std_20,abnormal_return,price_moving_average_20,price_moving_std_20,price_zscore,high_low_range,open_close_body,realized_volatility_5,realized_volatility_20,volatility_ratio,volume_moving_average_20,volume_moving_std_20,abnormal_volume,volume_zscore,volume_change,return_volume_interaction,volatility_volume_interaction,momentum_5,momentum_10,price_reversal,ticker
2019-01-31,39.49072647094727,40.09812951029959,39.04466327999454,39.412427913785926,162958400,0.007201428182395775,0.007175621719985281,0.003137409478470704,0.032260034823073595,0.12597688521459163,36.534017944335936,1.2832926487951384,2.3040017640460575,0.02667629401753534,0.0019866463779552855,0.033266015799858495,0.032260034823073595,1.0311835056069247,158209540.0,65488812.50698594,1.0300162682983593,0.07251406489457143,-0.33333769706331884,0.12975824120058443,0.03322836068363739,0.08998089000963416,0.07422233401383727,-0.000492106818053707,AAPL
2019-02-01,39.50969696044922,40.09337168073329,39.369706696277575,39.61409500678469,130672400,0.00048037833682057496,0.0004802629920852614,0.008141785901226573,0.021427020213142342,-0.35755823666544384,36.822652626037595,1.2702079330616027,2.1154365867759917,0.01831613604073283,-0.0026353762800232685,0.03270573335473541,0.021427020213142342,1.5263780511428848,146480720.0,43906983.75939757,0.8920791760171578,-0.36004112891531725,-0.1981241838407839,0.31897025714265703,0.019114598536243005,0.05552722398734011,0.06839461413985837,-3.4594100929920984e-06,AAPL
2019-02-04,40.63197708129883,40.72925742817227,39.69002672443846,39.7208725954977,125982000,0.02840518169433337,0.028009234995049693,0.0074275978671039635,0.0204297572011147,1.0268151315124203,37.0953914642334,1.468455072502819,2.4083716848331687,0.025576670848540147,0.02293767549065369,0.03109124962966711,0.0204297572011147,1.521860946441923,141058400.0,38883099.599426866,0.8931194455629725,-0.38773657849597526,-0.03589434341146258,0.9170685609520436,0.01824621342444571,0.09564928209111945,0.092016441818352,-1.3645233939410106e-05,AAPL
2019-02-05,41.32715606689453,41.540698496482605,40.89296072958551,41.01396557206762,144406400,0.017109159719320255,0.016964446330345103,0.008394333941257876,0.020406374369082037,0.4270638978017734,37.40680370330811,1.6694340767265086,2.348312172513936,0.01567341739771855,0.00763619148888664,0.026773789945299425,0.020406374369082037,1.3120307145724397,137323160.0,34309690.524404675,1.0515808112775733,0.2064501279882327,0.14624628915241855,0.4490922001177515,0.021458951714273165,0.1260664778051317,0.13620311247866135,-0.0004859887904646616,AAPL
2019-02-06,41.341400146484375,41.656965666225744,41.01159918712273,41.43867685735861,112958400,0.0003446663391690752,0.00034460695537106943,0.007458412215524629,0.02032037835648929,-0.3500794006664638,37.68547344207764,1.8381261242598945,1.988942247300231,0.015610658488012023,-0.0023474859298495904,0.012025639909218469,0.02032037835648929,0.5918019683613861,134766020.0,34114159.136140205,0.8381816128427626,-0.6392542144442663,-0.21777428147228928,0.2934301166736443,0.01703216750441736,0.05440241270902524,0.13201642527901924,-5.896951446717114e-06,AAPL
2019-02-07,40.55841827392578,41.27021921626802,40.41605663729461,40.904826038437854,126966800,-0.018939413512466086,-0.019121061397709294,0.005662360104531033,0.021010116913390893,-1.1709489156301205,37.89462413787842,1.9174832196551133,1.3892137927165205,0.02106005646483835,-0.00846862822950418,0.018086437849748872,0.021010116913390893,0.8608442268220506,132094540.0,32401836.663023695,0.961181287281064,-0.15825460924724896,0.12401379622940834,1.1254941860657253,0.020194531220738714,0.027036519669092263,0.11945017978131434,6.527778321351001e-06,AAPL
2019-02-08,40.606082916259766,40.66565407118559,40.13189521411374,40.26771919259328,95280000,0.0011752095955039898,0.0011745195772651,0.005561308830575945,0.021027455437569946,-0.20858915849776438,38.100344848632815,1.9787742163738213,1.2663082260182317,0.013144800452006193,0.008402852966371138,0.01804103232598614,0.021027455437569946,0.857975059300426,129702400.0,33298445.138980407,0.7346047567354189,-1.0337539742870412,-0.24956760349949747,0.15323058803589595,0.015446868786480931,0.027749794105180525,0.08481788712540173,2.2257780493068068e-05,AAPL
2019-02-11,40.37256240844727,40.79671238747757,40.32967292104731,40.75858597472105,83973600,-0.005750875017766943,-0.005767474972941003,0.005764677128018425,0.020890102843675065,-0.5512443970218152,38.312303733825686,1.9840271331835504,1.038422630498866,0.011568239382609454,-0.009470975428666593,0.013025450559962834,0.020890102843675065,0.6235225674777649,128496440.0,34536025.486476146,0.6535091555843882,-1.2891709272520244,-0.11866498740554154,0.36024326041835164,0.013651873469441118,-0.006384495451267402,0.08865411423342429,6.75848350342389e-06,AAPL
2019-02-12,40.72045516967773,40.7466666211287,40.43689591378119,40.53221193539128,89134000,0.008617059222321366,0.008580144281403164,0.0069473762908943805,0.02031202063859067,0.08220171499111055,38.568824005126956,1.9448093290139505,1.1063455591513862,0.007607250607998601,0.004644287229784242,0.01030979571699412,0.02031202063859067,0.5075711520992948,126465300.0,35635070.4348813,0.7048099360061614,-1.0476000059609354,0.0614526470223975,0.057936585482481345,0.014316113966440919,-0.01468044150521175,0.10953532474673366,4.955563060826619e-05,AAPL
2019-02-13,40.55126190185547,41.0993170795554,40.4893092294292,40.83958779954494,89960800,-0.0041549945136234445,-0.004163650488667255,0.005716294455925442,0.02019531772659638,-0.48879097141159683,38.78046417236328,1.9171451823679968,0.9236638653025507,0.015042882058826463,-0.007059961013922887,0.01014974487474055,0.02019531772659638,0.5025791132453323,125221160.0,36486380.714804925,0.7184153221388462,-0.9663978533692313,0.009275921646060947,0.3511549231852219,0.01450862569024909,-0.019112517762562953,0.03425012786723469,3.580383379231358e-05,AAPL
